dataset: Heart.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.089771     445 A3 ADD A13
 0.089712     364 A4 or A11==B2of2 or A13==B2of2
 0.089712     278 A3==B2of2 and A8==B2of2 and A12==B2of2
 0.089712     324 A5 or A11==B2of2 or A13==B2of2
 0.089712      76 A11==B2of2 or A13==B2of2
 0.089712     803 num-of-N((A13 >= 7) and (A11 >= 2) and (A5 >= 263))
 0.088889      22 A1==B2of2 and A8==B2of2
 0.088713     401 A12 ADD A13
 0.088066     264 A1==B2of2 and A2==B2of2 and A8==B2of2
 0.087654     282 A3==B2of2 and A11==B2of2 and A13==B2of2
 0.087654     238 A1==B2of2 and A8==B2of2 and A11==B2of2
 0.087243     350 A1==B2of2 or A10==B2of2 or A12==B2of2
 0.086831     196 A3==B2of2 impl A9==B2of2
 0.086667     487 A9 SUBTRACT A13
 0.08642      373 A1==B2of2 or A3==B2of2 or A13==B2of2
 0.086008      21 A10==B2of2 and A12==B2of2
 0.085747     625 A2 MULTIPLY A5
 0.085597       7 A7
 0.085597     299 A2==B2of2 or A11==B2of2 or A13==B2of2
 0.085597     399 A3==B2of2 or A9==B2of2 or A13==B2of2
 0.085597     225 A3==B2of2 and A12==B2of2 and A13==B2of2
 0.085185      82 A2==B2of2 or A10==B2of2
 0.085185      39 A9==B2of2 and A12==B2of2
 0.085185     378 A2==B2of2 or A5 or A10==B2of2
 0.085185     235 A10==B2of2 and A11==B2of2 and A12==B2of2
 0.084774     219 A3==B2of2 impl A11==B2of2
 0.084362      54 A5 or A9==B2of2
 0.084362     101 A5 equ A9==B2of2
 0.084362     368 A1==B2of2 or A3==B2of2 or A12==B2of2
 0.084362       9 A9
 0.084362     574 A13 DIVIDE A9
 0.084362     568 A11 DIVIDE A9
 0.084362     683 A5_x_A9
 0.084362     572 A12 DIVIDE A9
 0.084362     519 A3 DIVIDE A9
 0.084362     511 A5 DIVIDE A9
 0.084362     555 A8 DIVIDE A9
 0.084362     148 A5 xor A9==B2of2
 0.084362     284 A3==B2of2 and A11==B2of2 and A12==B2of2
 0.083951     254 A1==B2of2 and A10==B2of2 and A11==B2of2
 0.083951     142 A1==B2of2 xor A2==B2of2
 0.083951      95 A1==B2of2 equ A2==B2of2
 0.083128      71 A2==B2of2 or A12==B2of2
 0.083128     370 A2==B2of2 or A5 or A12==B2of2
 0.082716     775 (A13 >= 6) and (A8 <= 144)
 0.082369     594 A1 MULTIPLY A2
 0.082305     212 A8==B2of2 impl A10==B2of2
 0.08155      431 A11 ADD A13
 0.081481     288 A3==B2of2 and A9==B2of2 and A13==B2of2
 0.081481      45 A1==B2of2 and A12==B2of2
 0.081481     726 (A3 >= 4) and (A2 >= 1) and (A10 <= 0.2)
 0.08107       40 A9==B2of2 and A13==B2of2
 0.080658     311 A2==B2of2 or A10==B2of2 or A13==B2of2
 0.080247     776 (A13 >= 6) and (A8 <= 144) and (A11 >= 2)
 0.080247      48 A1==B2of2 or A2==B2of2
 0.080247     778 (A13 >= 6) and (A11 >= 2) and (A8 <= 142)
 0.080247     361 A1==B2of2 or A2==B2of2 or A5
 0.079424     236 A2==B2of2 and A12==B2of2 and A13==B2of2
 0.079365     631 A9 MULTIPLY A13
 0.079218     412 A3 ADD A9
 0.078777     618 A2 MULTIPLY A13
 0.078601     107 A10==B2of2 equ A12==B2of2
 0.078601     314 A10==B2of2 or A12==B2of2 or A13==B2of2
 0.078601     154 A10==B2of2 xor A12==B2of2
 0.078189     231 A2==B2of2 and A8==B2of2 and A13==B2of2
 0.078189     274 A1==B2of2 and A3==B2of2 and A8==B2of2
 0.077778      27 A8==B2of2 and A13==B2of2
 0.076132       3 A3
 0.076132     110 A8==B2of2 equ A11==B2of2
 0.076132     157 A8==B2of2 xor A11==B2of2
 0.075823     425 A2 ADD A12
 0.07572      211 A11==B2of2 impl A13==B2of2
 0.075309     158 A8==B2of2 xor A12==B2of2
 0.075309     229 A3==B2of2 and A10==B2of2 and A12==B2of2
 0.075309     358 A11==B2of2 or A12==B2of2 or A13==B2of2
 0.075309     111 A8==B2of2 equ A12==B2of2
 0.074966     636 A3 MULTIPLY A12
 0.074074      24 A8==B2of2 and A11==B2of2
 0.074074     682 A1_x_A5
 0.074074     100 A1==B2of2 equ A5
 0.074074     193 A1==B2of2 impl A5
 0.074074      53 A1==B2of2 or A5
 0.074074     147 A1==B2of2 xor A5
 0.073663     331 A5 or A9==B2of2 or A11==B2of2
 0.073663      81 A9==B2of2 or A11==B2of2
 0.07356      427 A2 ADD A3
 0.073251     745 (A13 >= 6) and (A8 <= 142)
 0.073251     217 A9==B2of2 impl A12==B2of2
 0.07284      444 A3 ADD A12
 0.07284      751 (A10 >= 0.8) and (A5 >= 249) and (A5 <= 353)
 0.072016     230 A2==B2of2 and A8==B2of2 and A11==B2of2
 0.072016     232 A2==B2of2 and A11==B2of2 and A12==B2of2
 0.072016     228 A2==B2of2 and A8==B2of2 and A12==B2of2
 0.072016     301 A10==B2of2 or A11==B2of2 or A12==B2of2
 0.071605     387 A4 or A10==B2of2 or A13==B2of2
 0.071605      62 A10==B2of2 or A13==B2of2
 0.071605     352 A5 or A10==B2of2 or A13==B2of2
 0.071193      65 A1==B2of2 or A10==B2of2
 0.071193     291 A1==B2of2 or A5 or A10==B2of2
 0.071056     615 A2 MULTIPLY A11
 0.070782     262 A11==B2of2 and A12==B2of2 and A13==B2of2
 0.070782     729 (A12 >= 1) and (A11 >= 2) and (A13 >= 6)
 0.070782     654 A2 LESSTHAN A10
 0.070782     785 (A10 >= 1.8)
 0.070782     248 A9==B2of2 and A11==B2of2 and A13==B2of2
 0.070782      26 A1==B2of2 and A10==B2of2
 0.070645      12 A12
 0.069136     391 A3==B2of2 or A11==B2of2 or A13==B2of2
 0.069136     658 A3 LESSTHAN A13
 0.06893      479 A11 SUBTRACT A13
 0.068568     585 A3 DIVIDE A13
 0.068519     438 A9 ADD A12
 0.068313     396 A3==B2of2 or A9==B2of2 or A11==B2of2
 0.067901     269 A1==B2of2 and A3==B2of2 and A11==B2of2
 0.06749      750 (A1 >= 58) and (A11 >= 2) and (A5 >= 244) and (A5 <= 294)
 0.067284     573 A9 DIVIDE A13
 0.066961     493 A3 SUBTRACT A13
 0.066667     760 (A13 >= 6) and (A9 >= 1) and (A5 >= 246)
 0.066255      15 A1==B2of2 and A2==B2of2
 0.066255      33 A8==B2of2 and A9==B2of2
 0.066255     339 A2==B2of2 or A3==B2of2 or A12==B2of2
 0.065947     549 A2 DIVIDE A3
 0.065432     747 (A13 >= 6) and (A5 >= 243) and (A3 >= 4)
 0.065222     561 A2 DIVIDE A5
 0.065021     289 A3==B2of2 or A12==B2of2 or A13==B2of2
 0.064918     473 A2 SUBTRACT A12
 0.064883     628 A9 MULTIPLY A11
 0.064609     241 A2==B2of2 and A10==B2of2 and A13==B2of2
 0.064609     330 A9==B2of2 or A11==B2of2 or A12==B2of2
 0.064198     827 num-of-N((A8 <= 142) and (A5 >= 237))
 0.064054     535 A8 DIVIDE A13
 0.063786     249 A2==B2of2 and A3==B2of2 and A11==B2of2
 0.063604     500 A2 DIVIDE A1
 0.063374     820 num-of-N((A1 >= 58) and (A11 >= 2) and (A5 >= 244) and (A5 <= 294))
 0.062689     423 A2 ADD A11
 0.062551     255 A2==B2of2 and A3==B2of2 and A10==B2of2
 0.062551      98 A1==B2of2 equ A3==B2of2
 0.062551     145 A1==B2of2 xor A3==B2of2
 0.06214      201 A8==B2of2 impl A11==B2of2
 0.061728     277 A3==B2of2 and A8==B2of2 and A13==B2of2
 0.061324     563 A2 DIVIDE A8
 0.061317     623 A11 MULTIPLY A13
 0.061235     428 A11 ADD A12
 0.061134     558 A13 DIVIDE A11
 0.060905     805 num-of-N((A13 >= 7) and (A11 >= 2) and (A5 <= 233))
 0.060905     246 A1==B2of2 and A11==B2of2 and A12==B2of2
 0.060631     436 A9 ADD A11
 0.060494     774 (A3 >= 4) and (A12 >= 1) and (A11 >= 2) and (A5 <= 299)
 0.060082     188 A12==B2of2 impl A13==B2of2
 0.059996     622 A8 MULTIPLY A9
 0.059203     540 A12 DIVIDE A4
 0.058436     267 A1==B2of2 and A3==B2of2 and A12==B2of2
 0.058436     257 A1==B2of2 and A10==B2of2 and A12==B2of2
 0.058436     203 A1==B2of2 impl A10==B2of2
 0.058025     252 A1==B2of2 and A12==B2of2 and A13==B2of2
 0.058025     791 (A13 >= 6) and (A5 >= 246) and (A3 >= 4)
 0.057894     581 A3 DIVIDE A11
 0.057613     210 A8==B2of2 impl A9==B2of2
 0.057202     276 A3==B2of2 and A8==B2of2 and A11==B2of2
 0.057202     663 A10 DIFF A12
 0.056927     471 A2 SUBTRACT A11
 0.05679      796 num-of-N((A11 >= 2) and (A13 >= 7) and (A5 <= 230) and (A3 >= 2))
 0.05679      792 (A5 >= 319) and (A5 <= 335) and (A8 <= 169)
 0.056626     443 A3 ADD A11
 0.056481     475 A2 SUBTRACT A3
 0.056379     795 num-of-N((A11 >= 2) and (A13 >= 7) and (A5 <= 229))
 0.056379     617 A2 MULTIPLY A12
 0.055967     295 A3==B2of2 or A10==B2of2 or A12==B2of2
 0.055967     351 A5 or A10==B2of2 or A11==B2of2
 0.055967      57 A10==B2of2 or A11==B2of2
