dataset: cDisjunct.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.066722   19 A2==B2of2 impl A3==B2of2
 0.058384   36 A2 MULTIPLY A3
 0.055621   24 A2 ADD A3
 0.033722   21 A1==B2of2 and A2==B2of2 and A3==B2of2
 0.012459    5 A5
 0.011974    4 A4
 0.010778   42 A2 DIFF A3
 0.008111   41 A1 DIFF A2
 0.0005     29 A1 DIVIDE A2
 0.0005     32 A3 DIVIDE A2
-0.002167   34 A3 DIVIDE A1
-0.002167   30 A2 DIVIDE A1
-0.003833   43 A1 DIFF A3
-0.007167   33 A1 DIVIDE A3
-0.007167   31 A2 DIVIDE A3


