NEW 	 OLD
F995L1	EBIT==B3of3 or equity==B2of2 or debt==B2of2
F996L1	cost_of_labor or equity==B2of2 or total_oper_liabilities
F997L1	EBIT==B1of3 or equity==B2of2 or total_oper_liabilities
F998L1	EBIT==B2of3 or equity==B2of2 or total_oper_liabilities
F999L1	EBIT==B3of3 or equity==B2of2 or total_oper_liabilities
F1000L1	cost_of_labor or net_income==B1of3 or debt==B2of2
F1001L1	cost_of_labor or net_income==B2of3 or debt==B2of2
F1002L1	cost_of_labor or net_income==B3of3 or debt==B2of2
F1003L1	cost_of_labor or equity==B2of2 or st_liabilities
F1004L1	cost_of_labor or net_income==B1of3 or equity==B2of2
F1005L1	cost_of_labor or net_income==B2of3 or equity==B2of2
F1006L1	cost_of_labor or net_income==B3of3 or equity==B2of2
F1007L1	EBIT==B1of3 or net_income==B1of3 or debt==B2of2
F1008L1	EBIT==B1of3 or net_income==B2of3 or debt==B2of2
F1009L1	EBIT==B1of3 or net_income==B3of3 or debt==B2of2
F1010L1	EBIT==B2of3 or net_income==B1of3 or debt==B2of2
F1011L1	EBIT==B2of3 or net_income==B2of3 or debt==B2of2
F1012L1	EBIT==B2of3 or net_income==B3of3 or debt==B2of2
F1013L1	EBIT==B3of3 or net_income==B1of3 or debt==B2of2
F1014L1	EBIT==B3of3 or net_income==B2of3 or debt==B2of2
F1015L1	EBIT==B3of3 or net_income==B3of3 or debt==B2of2
F1016L1	interest==B2of2 or EBIT==B1of3 or equity==B2of2
F1017L1	interest==B2of2 or EBIT==B2of3 or equity==B2of2
F1018L1	interest==B2of2 or EBIT==B3of3 or equity==B2of2
F1019L1	EBIT==B1of3 or equity==B2of2 or inventories
F1020L1	EBIT==B2of3 or equity==B2of2 or inventories
F1021L1	EBIT==B3of3 or equity==B2of2 or inventories
F1022L1	cost_of_labor or net_income==B1of3 or total_oper_liabilities
F1023L1	cost_of_labor or net_income==B2of3 or total_oper_liabilities
F1024L1	cost_of_labor or net_income==B3of3 or total_oper_liabilities
F1025L1	EBIT==B1of3 or net_income==B1of3 or equity==B2of2
F1026L1	EBIT==B1of3 or net_income==B2of3 or equity==B2of2
F1027L1	EBIT==B1of3 or net_income==B3of3 or equity==B2of2
F1028L1	EBIT==B2of3 or net_income==B1of3 or equity==B2of2
F1029L1	EBIT==B2of3 or net_income==B2of3 or equity==B2of2
F1030L1	EBIT==B2of3 or net_income==B3of3 or equity==B2of2
F1031L1	EBIT==B3of3 or net_income==B1of3 or equity==B2of2
F1032L1	EBIT==B3of3 or net_income==B2of3 or equity==B2of2
F1033L1	EBIT==B3of3 or net_income==B3of3 or equity==B2of2
F1034L1	interest==B2of2 or EBIT==B1of3 or debt==B2of2
F1035L1	interest==B2of2 or EBIT==B2of3 or debt==B2of2
F1036L1	interest==B2of2 or EBIT==B3of3 or debt==B2of2
F1037L1	EBIT==B1of3 or equity==B2of2 or st_liabilities
F1038L1	EBIT==B2of3 or equity==B2of2 or st_liabilities
F1039L1	EBIT==B3of3 or equity==B2of2 or st_liabilities
F1040L1	(equity >= 4080902) and (net_income >= 1165380)
F1041L1	(FFO >= 700888) and (debt <= 9677732) and (EBIT >= 425171)
F1042L1	(net_income >= 345491)
F1043L1	(net_income >= 78502) and (interest <= 138370)
F1044L1	(interest <= 24296) and (interest >= 8964) and (inventories >= 181495)
F1045L1	(net_income >= 102445)
F1046L1	(net_income >= 78502) and (debt <= 3735270)
F1047L1	(net_income >= 78502) and (debt <= 3788009)
F1048L1	(net_income >= 237480) and (interest <= 171415)
F1049L1	(net_income >= 1002998)
F1050L1	(net_income >= 97163) and (interest <= 135997)
F1051L1	(FFO >= 688731) and (debt <= 4516999)
F1052L1	(net_income >= 97163) and (interest <= 143618)
F1053L1	(FFO >= 1151120) and (total_oper_liabilities <= 4594001) and (equity >= 5854267)
F1054L1	(FFO >= 688731) and (net_income >= 1629286)
F1055L1	(FFO >= 700888) and (debt <= 3984667)
F1056L1	(debt <= 560000) and (equity >= 1135178) and (EBIT >= -2659)
F1057L1	(EBIT >= 517177) and (debt <= 9677732)
F1058L1	(debt <= 560000) and (EBIT >= -21159)
F1059L1	(equity >= 1487584) and (debt <= 2523298)
F1060L1	(financial_expenses <= 243) and (equity >= 740444)
F1061L1	(FFO >= 103264) and (debt <= 829862)
F1062L1	(equity >= 2997107) and (debt <= 1786476)
F1063L1	(debt <= 560000) and (FFO >= 103264)
F1064L1	(net_income >= 1825123)
F1065L1	(net_income >= 320544) and (interest <= 253726)
F1066L1	(net_income >= 97163)
F1067L1	(net_income >= 237480)
F1068L1	(FFO >= 740256) and (debt <= 9677732) and (equity >= 4056412)
F1069L1	(net_income >= 18063) and (equity >= 2137782) and (total_oper_liabilities <= 5376892)
F1070L1	(net_income >= 97163) and (total_oper_liabilities <= 2286996)
F1071L1	(net_income >= 97163) and (interest <= 80359)
F1072L1	(debt <= 560000) and (equity >= 1135178) and (equity <= 1708654)
F1073L1	(net_income >= 1165380)
F1074L1	(net_income >= 237480) and (EBIT >= 2344965)
F1075L1	(net_income >= 18063) and (equity >= 2150541) and (st_liabilities <= 5566453)
F1076L1	(debt <= 560000) and (net_income >= -84300)
F1077L1	(net_income >= 100907) and (interest <= 138370)
F1078L1	(debt <= 560000) and (equity >= 1135178)
F1079L1	(net_income >= 978246)
F1080L1	(debt <= 1377150)
F1081L1	(net_income >= 18063) and (equity >= 2150541)
F1082L1	(net_income >= 78502)
F1083L1	(net_income >= 1119234)
F1084L1	(net_income >= 173241) and (EBIT >= 517177)
F1085L1	(net_income >= 18063) and (equity >= 2469145) and (total_oper_liabilities <= 1950672)
F1086L1	(net_income >= 320544) and (interest <= 170643)
F1087L1	(net_income >= 78502) and (EBIT >= 517177)
F1088L1	(FFO >= 688731) and (total_oper_liabilities <= 5036867) and (cost_of_labor >= 4502930)
F1089L1	(net_income >= 78502) and (total_oper_liabilities <= 2408953)
F1090L1	(interest <= 24296) and (total_oper_liabilities <= 970874)
F1091L1	(net_income >= 211730) and (interest <= 143618)
F1092L1	(debt <= 201036) and (interest >= 17377)
F1093L1	(net_income >= 320544) and (interest <= 143618)
F1094L1	(net_income >= 237480) and (interest <= 171415) and (cost_of_labor >= 744260) and (total_oper_liabilities <= 34890452)
F1095L1	(FFO >= 688731) and (total_oper_liabilities <= 5036867) and (debt <= 4516999)
F1096L1	(debt <= 430423) and (equity >= 1135178) and (EBIT >= -21159)
F1097L1	(net_income >= 97163) and (debt <= 3735270)
F1098L1	(net_income >= 97163) and (debt <= 2466556) and (total_oper_liabilities <= 2714836)
F1099L1	(debt <= 560000) and (total_oper_liabilities <= 906417)
F1100L1	(net_income >= 97163) and (interest <= 80359) and (interest >= 544)
F1101L1	(net_income >= 21858) and (interest <= 16478) and (debt >= 223368)
F1102L1	(interest <= 24296) and (equity >= 1564993) and (EBIT <= 193887) and (EBIT >= -2659)
F1103L1	(EBIT >= 667000) and (debt <= 9677732)
F1104L1	(equity >= 3255508) and (total_oper_liabilities <= 1950672) and (EBIT >= -113520)
F1105L1	(debt <= 560000) and (equity >= 1135178) and (interest >= 8964)
F1106L1	(net_income >= 78502) and (debt <= 2274055)
F1107L1	(equity >= 3899182) and (debt <= 12107354)
F1108L1	(net_income >= 345491) and (debt <= 6552946)
F1109L1	(debt <= 560000) and (equity >= 1135178) and (FFO >= 103264)
F1110L1	(net_income >= 78502) and (interest <= 253726)
F1111L1	(net_income >= 320544) and (debt <= 4516999)
F1112L1	(net_income >= 78502) and (debt <= 2466556)
F1113L1	(net_income >= 1629286)
F1114L1	(FFO >= 1151120) and (net_income >= 1629286)
F1115L1	(equity >= 6022214) and (equity <= 8570398)
F1116L1	(net_income >= 18063) and (EBIT >= 2344965)
F1117L1	(net_income >= 18063) and (equity >= 2469145) and (debt <= 3788009) and (equity <= 4723607)
F1118L1	(net_income >= 78502) and (st_liabilities <= 4185734)
F1119L1	(debt <= 560000) and (FFO >= 103264) and (equity >= 1135178)
F1120L1	(net_income >= 1629286) and (EBIT >= 517177)
F1121L1	(interest >= 703179) and (interest <= 760013)
F1122L1	(debt <= 560000) and (total_oper_liabilities <= 906417) and (net_income >= -84300)
F1123L1	(debt <= 560000) and (st_liabilities <= 1174034)
F1124L1	(net_income >= 78502) and (st_liabilities <= 4899133)
F1125L1	(net_income >= 78502) and (total_oper_liabilities <= 2286996)
F1126L1	(st_liabilities <= 1174034) and (debt <= 560000)
F1127L1	(debt <= 430423) and (st_liabilities <= 1174034)
F1128L1	(interest <= 24296) and (total_oper_liabilities <= 1057717)
F1129L1	(net_income >= 18063) and (FFO >= 1090104)
F1130L1	(net_income >= 97163) and (debt <= 3500000)
F1131L1	(FFO >= 714285) and (debt <= 3735270)
F1132L1	(FFO >= 700888) and (debt <= 4516999)
F1133L1	(net_income >= 388822)
F1134L1	(net_income >= 392599)
F1135L1	(net_income >= 397188)
F1136L1	(FFO >= 700888) and (debt <= 5406379)
F1137L1	(net_income >= 18063) and (equity >= 2469145)
F1138L1	(net_income >= 18063) and (equity >= 2382394) and (total_oper_liabilities <= 1950672)
F1139L1	(FFO >= 1151120) and (net_income >= 1165380)
F1140L1	(net_income >= 78502) and (interest <= 79608)
F1141L1	(debt <= 560000) and (total_oper_liabilities <= 970874)
F1142L1	(net_income >= 30613) and (total_oper_liabilities <= 1967237) and (total_oper_liabilities >= 901156)
F1143L1	(net_income >= 392599) and (interest <= 364151)
F1144L1	(equity >= 2382394) and (debt <= 2156655)
F1145L1	(net_income >= 97163) and (interest <= 171415)
F1146L1	(interest <= 24296) and (total_oper_liabilities <= 1508233)
F1147L1	(debt <= 560000) and (total_oper_liabilities <= 1508233)
F1148L1	(equity >= 3445271) and (total_oper_liabilities <= 4736986) and (total_oper_liabilities >= 3283080) and (net_income <= 397188)
F1149L1	(net_income >= 21858) and (equity >= 2382394)
F1150L1	(net_income >= 320544) and (interest <= 171415) and (total_oper_liabilities <= 34890452)
F1151L1	(net_income >= 97163) and (total_oper_liabilities <= 2408953)
F1152L1	(net_income >= 97163) and (debt <= 2466556)
F1153L1	(interest <= 24296) and (interest >= 8964) and (equity >= 602538) and (net_income >= -17144)
F1154L1	(FFO >= 688731) and (debt <= 4516999) and (total_oper_liabilities <= 18769290)
F1155L1	(debt <= 560000) and (equity >= 1135178) and (FFO >= 103264) and (net_income >= -84300)
F1156L1	(equity >= 2382394) and (total_oper_liabilities <= 1950672) and (net_income >= -84300)
F1157L1	num-of-N((equity >= 4080902) and (net_income >= 1165380))
F1158L1	num-of-N((FFO >= 700888) and (debt <= 9677732) and (EBIT >= 425171))
F1159L1	num-of-N((net_income >= 78502) and (interest <= 138370))
F1160L1	num-of-N((interest <= 24296) and (interest >= 8964) and (inventories >= 181495))
F1161L1	num-of-N((net_income >= 78502) and (debt <= 3735270))
F1162L1	num-of-N((net_income >= 78502) and (debt <= 3788009))
F1163L1	num-of-N((net_income >= 237480) and (interest <= 171415))
F1164L1	num-of-N((net_income >= 97163) and (interest <= 135997))
F1165L1	num-of-N((FFO >= 688731) and (debt <= 4516999))
F1166L1	num-of-N((net_income >= 97163) and (interest <= 143618))
F1167L1	num-of-N((FFO >= 1151120) and (total_oper_liabilities <= 4594001) and (equity >= 5854267))
F1168L1	num-of-N((FFO >= 688731) and (net_income >= 1629286))
F1169L1	num-of-N((FFO >= 700888) and (debt <= 3984667))
F1170L1	num-of-N((debt <= 560000) and (equity >= 1135178) and (EBIT >= -2659))
F1171L1	num-of-N((EBIT >= 517177) and (debt <= 9677732))
F1172L1	num-of-N((debt <= 560000) and (EBIT >= -21159))
F1173L1	num-of-N((equity >= 1487584) and (debt <= 2523298))
F1174L1	num-of-N((financial_expenses <= 243) and (equity >= 740444))
F1175L1	num-of-N((FFO >= 103264) and (debt <= 829862))
F1176L1	num-of-N((equity >= 2997107) and (debt <= 1786476))
F1177L1	num-of-N((debt <= 560000) and (FFO >= 103264))
F1178L1	num-of-N((net_income >= 320544) and (interest <= 253726))
F1179L1	num-of-N((FFO >= 740256) and (debt <= 9677732) and (equity >= 4056412))
F1180L1	num-of-N((net_income >= 18063) and (equity >= 2137782) and (total_oper_liabilities <= 5376892))
F1181L1	num-of-N((net_income >= 97163) and (total_oper_liabilities <= 2286996))
F1182L1	num-of-N((net_income >= 97163) and (interest <= 80359))
F1183L1	num-of-N((debt <= 560000) and (equity >= 1135178) and (equity <= 1708654))
F1184L1	num-of-N((net_income >= 237480) and (EBIT >= 2344965))
F1185L1	num-of-N((net_income >= 18063) and (equity >= 2150541) and (st_liabilities <= 5566453))
F1186L1	num-of-N((debt <= 560000) and (net_income >= -84300))
F1187L1	num-of-N((net_income >= 100907) and (interest <= 138370))
F1188L1	num-of-N((debt <= 560000) and (equity >= 1135178))
F1189L1	num-of-N((net_income >= 18063) and (equity >= 2150541))
F1190L1	num-of-N((net_income >= 173241) and (EBIT >= 517177))
F1191L1	num-of-N((net_income >= 18063) and (equity >= 2469145) and (total_oper_liabilities <= 1950672))
F1192L1	num-of-N((net_income >= 320544) and (interest <= 170643))
F1193L1	num-of-N((net_income >= 78502) and (EBIT >= 517177))
F1194L1	num-of-N((FFO >= 688731) and (total_oper_liabilities <= 5036867) and (cost_of_labor >= 4502930))
F1195L1	num-of-N((net_income >= 78502) and (total_oper_liabilities <= 2408953))
F1196L1	num-of-N((interest <= 24296) and (total_oper_liabilities <= 970874))
F1197L1	num-of-N((net_income >= 211730) and (interest <= 143618))
F1198L1	num-of-N((debt <= 201036) and (interest >= 17377))
F1199L1	num-of-N((net_income >= 320544) and (interest <= 143618))
F1200L1	num-of-N((net_income >= 237480) and (interest <= 171415) and (cost_of_labor >= 744260) and (total_oper_liabilities <= 34890452))
F1201L1	num-of-N((FFO >= 688731) and (total_oper_liabilities <= 5036867) and (debt <= 4516999))
F1202L1	num-of-N((debt <= 430423) and (equity >= 1135178) and (EBIT >= -21159))
F1203L1	num-of-N((net_income >= 97163) and (debt <= 3735270))
F1204L1	num-of-N((net_income >= 97163) and (debt <= 2466556) and (total_oper_liabilities <= 2714836))
F1205L1	num-of-N((debt <= 560000) and (total_oper_liabilities <= 906417))
F1206L1	num-of-N((net_income >= 97163) and (interest <= 80359) and (interest >= 544))
F1207L1	num-of-N((net_income >= 21858) and (interest <= 16478) and (debt >= 223368))
F1208L1	num-of-N((interest <= 24296) and (equity >= 1564993) and (EBIT <= 193887) and (EBIT >= -2659))
F1209L1	num-of-N((EBIT >= 667000) and (debt <= 9677732))
F1210L1	num-of-N((equity >= 3255508) and (total_oper_liabilities <= 1950672) and (EBIT >= -113520))
F1211L1	num-of-N((debt <= 560000) and (equity >= 1135178) and (interest >= 8964))
F1212L1	num-of-N((net_income >= 78502) and (debt <= 2274055))
F1213L1	num-of-N((equity >= 3899182) and (debt <= 12107354))
F1214L1	num-of-N((net_income >= 345491) and (debt <= 6552946))
F1215L1	num-of-N((debt <= 560000) and (equity >= 1135178) and (FFO >= 103264))
F1216L1	num-of-N((net_income >= 78502) and (interest <= 253726))
F1217L1	num-of-N((net_income >= 320544) and (debt <= 4516999))
F1218L1	num-of-N((net_income >= 78502) and (debt <= 2466556))
F1219L1	num-of-N((FFO >= 1151120) and (net_income >= 1629286))
F1220L1	num-of-N((equity >= 6022214) and (equity <= 8570398))
F1221L1	num-of-N((net_income >= 18063) and (EBIT >= 2344965))
F1222L1	num-of-N((net_income >= 18063) and (equity >= 2469145) and (debt <= 3788009) and (equity <= 4723607))
F1223L1	num-of-N((net_income >= 78502) and (st_liabilities <= 4185734))
F1224L1	num-of-N((debt <= 560000) and (FFO >= 103264) and (equity >= 1135178))
F1225L1	num-of-N((net_income >= 1629286) and (EBIT >= 517177))
F1226L1	num-of-N((interest >= 703179) and (interest <= 760013))
F1227L1	num-of-N((debt <= 560000) and (total_oper_liabilities <= 906417) and (net_income >= -84300))
F1228L1	num-of-N((debt <= 560000) and (st_liabilities <= 1174034))
F1229L1	num-of-N((net_income >= 78502) and (st_liabilities <= 4899133))
F1230L1	num-of-N((net_income >= 78502) and (total_oper_liabilities <= 2286996))
F1231L1	num-of-N((st_liabilities <= 1174034) and (debt <= 560000))
F1232L1	num-of-N((debt <= 430423) and (st_liabilities <= 1174034))
F1233L1	num-of-N((interest <= 24296) and (total_oper_liabilities <= 1057717))
F1234L1	num-of-N((net_income >= 18063) and (FFO >= 1090104))
F1235L1	num-of-N((net_income >= 97163) and (debt <= 3500000))
F1236L1	num-of-N((FFO >= 714285) and (debt <= 3735270))
F1237L1	num-of-N((FFO >= 700888) and (debt <= 4516999))
F1238L1	num-of-N((FFO >= 700888) and (debt <= 5406379))
F1239L1	num-of-N((net_income >= 18063) and (equity >= 2469145))
F1240L1	num-of-N((net_income >= 18063) and (equity >= 2382394) and (total_oper_liabilities <= 1950672))
F1241L1	num-of-N((FFO >= 1151120) and (net_income >= 1165380))
F1242L1	num-of-N((net_income >= 78502) and (interest <= 79608))
F1243L1	num-of-N((debt <= 560000) and (total_oper_liabilities <= 970874))
F1244L1	num-of-N((net_income >= 30613) and (total_oper_liabilities <= 1967237) and (total_oper_liabilities >= 901156))
F1245L1	num-of-N((net_income >= 392599) and (interest <= 364151))
F1246L1	num-of-N((equity >= 2382394) and (debt <= 2156655))
F1247L1	num-of-N((net_income >= 97163) and (interest <= 171415))
F1248L1	num-of-N((interest <= 24296) and (total_oper_liabilities <= 1508233))
F1249L1	num-of-N((debt <= 560000) and (total_oper_liabilities <= 1508233))
F1250L1	num-of-N((equity >= 3445271) and (total_oper_liabilities <= 4736986) and (total_oper_liabilities >= 3283080) and (net_income <= 397188))
F1251L1	num-of-N((net_income >= 21858) and (equity >= 2382394))
F1252L1	num-of-N((net_income >= 320544) and (interest <= 171415) and (total_oper_liabilities <= 34890452))
F1253L1	num-of-N((net_income >= 97163) and (total_oper_liabilities <= 2408953))
F1254L1	num-of-N((net_income >= 97163) and (debt <= 2466556))
F1255L1	num-of-N((interest <= 24296) and (interest >= 8964) and (equity >= 602538) and (net_income >= -17144))
F1256L1	num-of-N((FFO >= 688731) and (debt <= 4516999) and (total_oper_liabilities <= 18769290))
F1257L1	num-of-N((debt <= 560000) and (equity >= 1135178) and (FFO >= 103264) and (net_income >= -84300))
F1258L1	num-of-N((equity >= 2382394) and (total_oper_liabilities <= 1950672) and (net_income >= -84300))
F1259L1	EBIT ADD net_income
F1260L1	cost_of_labor ADD interest
F1261L1	cost_of_labor ADD EBIT
F1262L1	cost_of_labor ADD net_income
F1263L1	EBIT ADD FFO
F1264L1	cost_of_labor ADD FFO
F1265L1	equity ADD debt
F1266L1	equity ADD total_oper_liabilities
F1267L1	net_income ADD equity
F1268L1	net_income ADD debt
F1269L1	equity ADD st_liabilities
F1270L1	equity ADD inventories
F1271L1	financial_expenses ADD equity
F1272L1	net_income ADD total_oper_liabilities
F1273L1	net_income ADD st_liabilities
F1274L1	net_income ADD inventories
F1275L1	financial_expenses ADD total_oper_liabilities
F1276L1	financial_expenses ADD inventories
F1277L1	st_liabilities ADD FFO
F1278L1	equity ADD FFO
F1279L1	financial_expenses ADD interest
F1280L1	total_oper_liabilities ADD st_liabilities
F1281L1	debt ADD total_oper_liabilities
F1282L1	total_oper_liabilities ADD inventories
F1283L1	financial_expenses ADD net_income
F1284L1	net_income ADD FFO
F1285L1	debt ADD st_liabilities
F1286L1	debt ADD inventories
F1287L1	interest ADD equity
F1288L1	financial_expenses ADD FFO
F1289L1	interest ADD debt
F1290L1	interest ADD total_oper_liabilities
F1291L1	interest ADD st_liabilities
F1292L1	interest ADD inventories
F1293L1	inventories ADD FFO
F1294L1	total_oper_liabilities ADD FFO
F1295L1	debt ADD FFO
F1296L1	interest ADD EBIT
F1297L1	interest ADD net_income
F1298L1	interest ADD FFO
F1299L1	EBIT ADD equity
F1300L1	EBIT ADD debt
F1301L1	cost_of_labor ADD equity
F1302L1	EBIT ADD total_oper_liabilities
F1303L1	cost_of_labor ADD debt
F1304L1	EBIT ADD st_liabilities
F1305L1	EBIT ADD inventories
F1306L1	cost_of_labor ADD total_oper_liabilities
F1307L1	cost_of_labor ADD st_liabilities
F1308L1	EBIT SUBTRACT net_income
F1309L1	cost_of_labor SUBTRACT interest
F1310L1	cost_of_labor SUBTRACT EBIT
F1311L1	cost_of_labor SUBTRACT net_income
F1312L1	EBIT SUBTRACT FFO
F1313L1	cost_of_labor SUBTRACT FFO
F1314L1	equity SUBTRACT debt
F1315L1	equity SUBTRACT total_oper_liabilities
F1316L1	net_income SUBTRACT equity
F1317L1	net_income SUBTRACT debt
F1318L1	equity SUBTRACT st_liabilities
F1319L1	equity SUBTRACT inventories
F1320L1	financial_expenses SUBTRACT equity
F1321L1	net_income SUBTRACT total_oper_liabilities
F1322L1	net_income SUBTRACT st_liabilities
F1323L1	net_income SUBTRACT inventories
F1324L1	financial_expenses SUBTRACT total_oper_liabilities
F1325L1	financial_expenses SUBTRACT inventories
F1326L1	st_liabilities SUBTRACT FFO
F1327L1	equity SUBTRACT FFO
F1328L1	financial_expenses SUBTRACT interest
F1329L1	total_oper_liabilities SUBTRACT st_liabilities
F1330L1	debt SUBTRACT total_oper_liabilities
F1331L1	total_oper_liabilities SUBTRACT inventories
F1332L1	financial_expenses SUBTRACT net_income
F1333L1	net_income SUBTRACT FFO
F1334L1	debt SUBTRACT st_liabilities
F1335L1	debt SUBTRACT inventories
F1336L1	interest SUBTRACT equity
F1337L1	financial_expenses SUBTRACT FFO
F1338L1	interest SUBTRACT debt
F1339L1	interest SUBTRACT total_oper_liabilities
F1340L1	interest SUBTRACT st_liabilities
F1341L1	interest SUBTRACT inventories
F1342L1	inventories SUBTRACT FFO
F1343L1	total_oper_liabilities SUBTRACT FFO
F1344L1	debt SUBTRACT FFO
F1345L1	interest SUBTRACT EBIT
F1346L1	interest SUBTRACT net_income
F1347L1	interest SUBTRACT FFO
F1348L1	EBIT SUBTRACT equity
F1349L1	EBIT SUBTRACT debt
F1350L1	cost_of_labor SUBTRACT equity
F1351L1	EBIT SUBTRACT total_oper_liabilities
F1352L1	cost_of_labor SUBTRACT debt
F1353L1	EBIT SUBTRACT st_liabilities
F1354L1	EBIT SUBTRACT inventories
F1355L1	cost_of_labor SUBTRACT total_oper_liabilities
F1356L1	cost_of_labor SUBTRACT st_liabilities
F1357L1	EBIT DIVIDE net_income
F1358L1	net_income DIVIDE EBIT
F1359L1	cost_of_labor DIVIDE interest
F1360L1	interest DIVIDE cost_of_labor
F1361L1	cost_of_labor DIVIDE EBIT
F1362L1	EBIT DIVIDE cost_of_labor
F1363L1	cost_of_labor DIVIDE net_income
F1364L1	net_income DIVIDE cost_of_labor
F1365L1	EBIT DIVIDE FFO
F1366L1	FFO DIVIDE EBIT
F1367L1	cost_of_labor DIVIDE FFO
F1368L1	FFO DIVIDE cost_of_labor
F1369L1	equity DIVIDE debt
F1370L1	debt DIVIDE equity
F1371L1	equity DIVIDE total_oper_liabilities
F1372L1	total_oper_liabilities DIVIDE equity
F1373L1	net_income DIVIDE equity
F1374L1	equity DIVIDE net_income
F1375L1	net_income DIVIDE debt
F1376L1	debt DIVIDE net_income
F1377L1	equity DIVIDE st_liabilities
F1378L1	st_liabilities DIVIDE equity
F1379L1	equity DIVIDE inventories
F1380L1	inventories DIVIDE equity
F1381L1	financial_expenses DIVIDE equity
F1382L1	equity DIVIDE financial_expenses
F1383L1	net_income DIVIDE total_oper_liabilities
F1384L1	total_oper_liabilities DIVIDE net_income
F1385L1	net_income DIVIDE st_liabilities
F1386L1	st_liabilities DIVIDE net_income
F1387L1	net_income DIVIDE inventories
F1388L1	inventories DIVIDE net_income
F1389L1	financial_expenses DIVIDE total_oper_liabilities
F1390L1	total_oper_liabilities DIVIDE financial_expenses
F1391L1	financial_expenses DIVIDE inventories
F1392L1	inventories DIVIDE financial_expenses
F1393L1	st_liabilities DIVIDE FFO
F1394L1	FFO DIVIDE st_liabilities
F1395L1	equity DIVIDE FFO
F1396L1	FFO DIVIDE equity
F1397L1	financial_expenses DIVIDE interest
F1398L1	interest DIVIDE financial_expenses
F1399L1	total_oper_liabilities DIVIDE st_liabilities
F1400L1	st_liabilities DIVIDE total_oper_liabilities
F1401L1	debt DIVIDE total_oper_liabilities
F1402L1	total_oper_liabilities DIVIDE debt
F1403L1	total_oper_liabilities DIVIDE inventories
F1404L1	inventories DIVIDE total_oper_liabilities
F1405L1	financial_expenses DIVIDE net_income
F1406L1	net_income DIVIDE financial_expenses
F1407L1	net_income DIVIDE FFO
F1408L1	FFO DIVIDE net_income
F1409L1	debt DIVIDE st_liabilities
F1410L1	st_liabilities DIVIDE debt
F1411L1	debt DIVIDE inventories
F1412L1	inventories DIVIDE debt
F1413L1	interest DIVIDE equity
F1414L1	equity DIVIDE interest
F1415L1	financial_expenses DIVIDE FFO
F1416L1	FFO DIVIDE financial_expenses
F1417L1	interest DIVIDE debt
F1418L1	debt DIVIDE interest
F1419L1	interest DIVIDE total_oper_liabilities
F1420L1	total_oper_liabilities DIVIDE interest
F1421L1	interest DIVIDE st_liabilities
F1422L1	st_liabilities DIVIDE interest
F1423L1	interest DIVIDE inventories
F1424L1	inventories DIVIDE interest
F1425L1	inventories DIVIDE FFO
F1426L1	FFO DIVIDE inventories
F1427L1	total_oper_liabilities DIVIDE FFO
F1428L1	FFO DIVIDE total_oper_liabilities
F1429L1	debt DIVIDE FFO
F1430L1	FFO DIVIDE debt
F1431L1	interest DIVIDE EBIT
F1432L1	EBIT DIVIDE interest
F1433L1	interest DIVIDE net_income
F1434L1	net_income DIVIDE interest
F1435L1	interest DIVIDE FFO
F1436L1	FFO DIVIDE interest
F1437L1	EBIT DIVIDE equity
F1438L1	equity DIVIDE EBIT
F1439L1	EBIT DIVIDE debt
F1440L1	debt DIVIDE EBIT
F1441L1	cost_of_labor DIVIDE equity
F1442L1	equity DIVIDE cost_of_labor
F1443L1	EBIT DIVIDE total_oper_liabilities
F1444L1	total_oper_liabilities DIVIDE EBIT
F1445L1	cost_of_labor DIVIDE debt
F1446L1	debt DIVIDE cost_of_labor
F1447L1	EBIT DIVIDE st_liabilities
F1448L1	st_liabilities DIVIDE EBIT
F1449L1	EBIT DIVIDE inventories
F1450L1	inventories DIVIDE EBIT
F1451L1	cost_of_labor DIVIDE total_oper_liabilities
F1452L1	total_oper_liabilities DIVIDE cost_of_labor
F1453L1	cost_of_labor DIVIDE st_liabilities
F1454L1	st_liabilities DIVIDE cost_of_labor
F1455L1	EBIT MULTIPLY net_income
F1456L1	cost_of_labor MULTIPLY interest
F1457L1	cost_of_labor MULTIPLY EBIT
F1458L1	cost_of_labor MULTIPLY net_income
F1459L1	EBIT MULTIPLY FFO
F1460L1	cost_of_labor MULTIPLY FFO
F1461L1	equity MULTIPLY debt
F1462L1	equity MULTIPLY total_oper_liabilities
F1463L1	net_income MULTIPLY equity
F1464L1	net_income MULTIPLY debt
F1465L1	equity MULTIPLY st_liabilities
F1466L1	equity MULTIPLY inventories
F1467L1	financial_expenses MULTIPLY equity
F1468L1	net_income MULTIPLY total_oper_liabilities
F1469L1	net_income MULTIPLY st_liabilities
F1470L1	net_income MULTIPLY inventories
F1471L1	financial_expenses MULTIPLY total_oper_liabilities
F1472L1	financial_expenses MULTIPLY inventories
F1473L1	st_liabilities MULTIPLY FFO
F1474L1	equity MULTIPLY FFO
F1475L1	financial_expenses MULTIPLY interest
F1476L1	total_oper_liabilities MULTIPLY st_liabilities
F1477L1	debt MULTIPLY total_oper_liabilities
F1478L1	total_oper_liabilities MULTIPLY inventories
F1479L1	financial_expenses MULTIPLY net_income
F1480L1	net_income MULTIPLY FFO
F1481L1	debt MULTIPLY st_liabilities
F1482L1	debt MULTIPLY inventories
F1483L1	interest MULTIPLY equity
F1484L1	financial_expenses MULTIPLY FFO
F1485L1	interest MULTIPLY debt
F1486L1	interest MULTIPLY total_oper_liabilities
